Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	IDHmut_4 Spectral Count	IDHmut_5 Spectral Count	IDHmut_6 Spectral Count	IDHwt_1 Spectral Count	IDHwt_2 Spectral Count	IDHwt_3 Spectral Count	IDHmut_4 Unique Spectral Count	IDHmut_5 Unique Spectral Count	IDHmut_6 Unique Spectral Count	IDHwt_1 Unique Spectral Count	IDHwt_2 Unique Spectral Count	IDHwt_3 Unique Spectral Count	IDHmut_4 Total Spectral Count	IDHmut_5 Total Spectral Count	IDHmut_6 Total Spectral Count	IDHwt_1 Total Spectral Count	IDHwt_2 Total Spectral Count	IDHwt_3 Total Spectral Count	IDHmut_4 Intensity	IDHmut_5 Intensity	IDHmut_6 Intensity	IDHwt_1 Intensity	IDHwt_2 Intensity	IDHwt_3 Intensity	IDHmut_4 MaxLFQ Intensity	IDHmut_5 MaxLFQ Intensity	IDHmut_6 MaxLFQ Intensity	IDHwt_1 MaxLFQ Intensity	IDHwt_2 MaxLFQ Intensity	IDHwt_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|A2RU67|F234B_HUMAN	A2RU67	F234B_HUMAN	FAM234B	622	Homo sapiens	1:Experimental evidence at protein level	Protein FAM234B	0.9994	0.999	2	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1.447024E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A2RUB1|MEIOC_HUMAN	A2RUB1	MEIOC_HUMAN	MEIOC	952	Homo sapiens	2:Experimental evidence at transcript level	Meiosis-specific coiled-coil domain-containing protein MEIOC	0.9996	0.9933	4	12	12	12	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	5.5550387E8	8.5684038E8	9.3228723E8	1.03513402E9	3.87868544E8	5.4200512E8	0.0	6.3981306E8	7.4943891E8	0.0	0.0	2.64640432E8	
sp|A2RUB6|CCD66_HUMAN	A2RUB6	CCD66_HUMAN	CCDC66	948	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 66	0.9994	0.9972	4	4	4	4	2	1	0	1	0	0	2	1	0	1	0	0	2	1	0	1	0	0	1.65435482E9	3.47804768E8	0.0	2.7620912E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A2RUC4|TYW5_HUMAN	A2RUC4	TYW5_HUMAN	TYW5	315	Homo sapiens	1:Experimental evidence at protein level	tRNA wybutosine-synthesizing protein 5	0.9555	0.998	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A2RUS2|DEND3_HUMAN	A2RUS2	DEND3_HUMAN	DENND3	1198	Homo sapiens	1:Experimental evidence at protein level	DENN domain-containing protein 3	1.0	0.999	8	12	12	12	0	1	0	4	2	5	0	1	0	4	2	5	0	1	0	4	2	5	0.0	7.4749912E7	0.0	1.15748992E8	2.8439432E7	1.28572976E8	0.0	0.0	0.0	4.4356296E7	0.0	5.1376632E7	
sp|A3KMH1|VWA8_HUMAN	A3KMH1	VWA8_HUMAN	VWA8	1905	Homo sapiens	1:Experimental evidence at protein level	von Willebrand factor A domain-containing protein 8	1.0	0.999	17	30	30	30	8	9	5	2	5	1	8	9	5	2	5	1	8	9	5	2	5	1	1.60768288E8	1.9445584E8	9.9000192E7	2.3905836E7	4.102234E7	1.5961281E7	4.6409184E7	5.492258E7	4.5884004E7	0.0	2.0598212E7	0.0	
sp|A3KN83|SBNO1_HUMAN	A3KN83	SBNO1_HUMAN	SBNO1	1393	Homo sapiens	1:Experimental evidence at protein level	Protein strawberry notch homolog 1	0.9776	0.999	1	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0.0	0.0	0.0	1.7464062E7	0.0	9138017.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9Y2G9|SBNO2_HUMAN
sp|A4D126|ISPD_HUMAN	A4D126	ISPD_HUMAN	CRPPA	451	Homo sapiens	1:Experimental evidence at protein level	D-ribitol-5-phosphate cytidylyltransferase	1.0	0.999	5	5	5	5	0	3	1	1	0	0	0	3	1	1	0	0	0	3	1	1	0	0	0.0	6.3860024E7	6646704.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A4D161|F221A_HUMAN	A4D161	F221A_HUMAN	FAM221A	298	Homo sapiens	1:Experimental evidence at protein level	Protein FAM221A	0.9776	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	6988203.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A4D1E9|GTPBA_HUMAN	A4D1E9	GTPBA_HUMAN	GTPBP10	387	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 10	0.9995	0.999	2	2	2	2	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1.3918673E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A4D1P6|WDR91_HUMAN	A4D1P6	WDR91_HUMAN	WDR91	747	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 91	1.0	0.999	11	30	30	30	5	4	5	6	7	3	5	4	5	6	7	3	5	4	5	6	7	3	1.51976256E8	1.94074944E8	9.726984E7	3.1506448E8	1.84125744E8	1.31215152E8	6.577846E7	7.5161376E7	5.3693524E7	7.775856E7	1.41338288E8	8.072128E7	
sp|A4D1U4|DEN11_HUMAN	A4D1U4	DEN11_HUMAN	DENND11	455	Homo sapiens	1:Experimental evidence at protein level	DENN domain-containing protein 11	0.9776	0.999	1	2	2	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0.0	3.1110766E7	2.4674264E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A4D2B0|MBLC1_HUMAN	A4D2B0	MBLC1_HUMAN	MBLAC1	266	Homo sapiens	1:Experimental evidence at protein level	Metallo-beta-lactamase domain-containing protein 1	0.9147	0.9959	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5A3E0|POTEF_HUMAN	A5A3E0	POTEF_HUMAN	POTEF	1075	Homo sapiens	1:Experimental evidence at protein level	POTE ankyrin domain family member F	1.0	0.999	19	9	7	675	4	1	2	1	0	1	4	0	2	1	0	0	102	107	100	119	126	121	0.0	4.440122E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5D8V6|VP37C_HUMAN	A5D8V6	VP37C_HUMAN	VPS37C	355	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 37C	1.0	0.999	3	17	17	17	2	4	5	3	2	1	2	4	5	3	2	1	2	4	5	3	2	1	2.8921348E7	1.09042208E8	1.328984E8	2.3950802E7	1.4539283E7	1.816481E7	3.1342644E7	5.0735344E7	5.6767992E7	2.6834414E7	0.0	0.0	
sp|A5PKW4|PSD1_HUMAN	A5PKW4	PSD1_HUMAN	PSD	1024	Homo sapiens	1:Experimental evidence at protein level	PH and	1.0	0.999	4	5	5	5	1	2	2	0	0	0	1	2	2	0	0	0	1	2	2	0	0	0	1.4891107E7	2.97275968E8	5.3242644E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5YKK6|CNOT1_HUMAN	A5YKK6	CNOT1_HUMAN	CNOT1	2376	Homo sapiens	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 1	1.0	0.999	50	101	101	101	5	8	6	31	31	20	5	8	6	31	31	20	5	8	6	31	31	20	1.4887832E8	2.79781664E8	1.01399568E8	1.72490278E9	1.29224909E9	7.031408E8	5.4849988E7	7.870564E7	6.6722512E7	1.21567944E8	1.27446288E8	8.8999952E7	
sp|A5YM72|CRNS1_HUMAN	A5YM72	CRNS1_HUMAN	CARNS1	827	Homo sapiens	1:Experimental evidence at protein level	Carnosine synthase 1	1.0	0.999	25	63	63	67	10	18	25	0	10	0	10	18	25	0	10	0	11	19	26	0	11	0	4.10640032E8	1.13693158E9	2.12933914E9	0.0	1.02635802E9	0.0	1.31937936E8	2.62519984E8	4.5324976E8	0.0	1.78499424E8	0.0	
sp|A6NC57|ANR62_HUMAN	A6NC57	ANR62_HUMAN	ANKRD62	917	Homo sapiens	2:Experimental evidence at transcript level	Ankyrin repeat domain-containing protein 62	0.8555	0.9927	1	4	4	4	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	6.9107128E7	2.581513E7	4.1238984E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NC98|CC88B_HUMAN	A6NC98	CC88B_HUMAN	CCDC88B	1476	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 88B	0.9899	0.999	3	2	2	4	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	2	1	0	0.0	0.0	7.3426336E7	3473653.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NCE7|MP3B2_HUMAN	A6NCE7	MP3B2_HUMAN	MAP1LC3B2	125	Homo sapiens	1:Experimental evidence at protein level	Microtubule-associated proteins 1A/1B light chain 3 beta 2	1.0	0.999	5	21	0	36	4	3	6	3	3	2	0	0	0	0	0	0	7	6	9	5	5	4	6.0493555E8	9.7197178E8	1.42946573E9	6.6753856E8	7.7250707E8	2.77628768E8	7.1321632E8	5.9347795E8	6.6521613E8	2.9373328E8	4.643944E8	4.29571904E8	sp|Q9GZQ8|MLP3B_HUMAN
sp|A6NCS6|CB072_HUMAN	A6NCS6	CB072_HUMAN	C2orf72	295	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein C2orf72	1.0	0.999	6	20	16	20	2	4	6	2	4	2	1	3	5	2	3	2	2	4	6	2	4	2	3.7306464E7	1.44480384E8	3.13762752E8	2.3152324E7	1.77540368E8	2.5079428E7	3.40378E7	5.9466756E7	8.2949856E7	1.1536973E7	5.2175764E7	0.0	
sp|A6NDG6|PGP_HUMAN	A6NDG6	PGP_HUMAN	PGP	321	Homo sapiens	1:Experimental evidence at protein level	Glycerol-3-phosphate phosphatase	1.0	0.999	9	28	28	28	5	7	7	5	4	0	5	7	7	5	4	0	5	7	7	5	4	0	2.33106288E8	4.61060576E8	4.26933376E8	2.12262096E8	1.43556544E8	0.0	1.26882056E8	1.38506704E8	1.50298528E8	7.417376E7	7.7498488E7	0.0	
sp|A6NDU8|RIMC1_HUMAN	A6NDU8	RIMC1_HUMAN	RIMOC1	294	Homo sapiens	1:Experimental evidence at protein level	RAB7A-interacting MON1-CCZ1 complex subunit 1	1.0	0.999	7	16	16	16	4	1	4	1	3	3	4	1	4	1	3	3	4	1	4	1	3	3	3.10008544E8	6.2602308E7	2.6811272E8	6.9628608E7	2.62368976E8	2.558302E7	1.43550896E8	0.0	1.52302816E8	0.0	0.0	0.0	
sp|A6NE02|BTBDH_HUMAN	A6NE02	BTBDH_HUMAN	BTBD17	478	Homo sapiens	3:Protein inferred from homology	BTB/POZ domain-containing protein 17	1.0	0.999	17	42	42	42	9	18	13	1	1	0	9	18	13	1	1	0	9	18	13	1	1	0	9.011943E8	1.57690266E9	9.6467219E8	1.7382708E7	2.7650712E7	0.0	1.72462416E8	2.8733456E8	2.26833344E8	0.0	0.0	0.0	
sp|A6NFI3|ZN316_HUMAN	A6NFI3	ZN316_HUMAN	ZNF316	1004	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 316	0.9776	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	6005745.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NFQ2|TCAF2_HUMAN	A6NFQ2	TCAF2_HUMAN	TCAF2	919	Homo sapiens	1:Experimental evidence at protein level	TRPM8 channel-associated factor 2	0.9993	0.999	2	2	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	3.237993E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NFR6|CE060_HUMAN	A6NFR6	CE060_HUMAN	C5orf60	353	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein C5orf60	0.938	0.9971	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NGB7|TM221_HUMAN	A6NGB7	TM221_HUMAN	TMEM221	291	Homo sapiens	4:Protein predicted	Transmembrane protein 221	0.9752	0.9989	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	1.048016E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NGB9|WIPF3_HUMAN	A6NGB9	WIPF3_HUMAN	WIPF3	483	Homo sapiens	1:Experimental evidence at protein level	WAS/WASL-interacting protein family member 3	1.0	0.999	8	18	18	18	1	7	1	1	8	0	1	7	1	1	8	0	1	7	1	1	8	0	1.4121016E7	2.06035824E8	5566387.5	3121589.2	7.8534144E7	0.0	0.0	5.2083452E7	0.0	0.0	6.3085052E7	0.0	
sp|A6NGN9|IGLO5_HUMAN	A6NGN9	IGLO5_HUMAN	IGLON5	336	Homo sapiens	1:Experimental evidence at protein level	IgLON family member 5	1.0	0.999	4	5	5	5	0	3	1	0	0	1	0	3	1	0	0	1	0	3	1	0	0	1	0.0	6.9917904E7	2.8547944E7	0.0	0.0	4.8287604E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NGU5|GGT3_HUMAN	A6NGU5	GGT3_HUMAN	GGT3P	568	Homo sapiens	5:Protein uncertain	Putative glutathione hydrolase 3 proenzyme	1.0	0.999	3	7	0	7	2	1	0	1	1	2	0	0	0	0	0	0	2	1	0	1	1	2	3.705094E7	0.0	0.0	3.7558444E7	2.9366026E7	1.167122E8	0.0	0.0	0.0	0.0	0.0	0.0	sp|P19440|GGT1_HUMAN, sp|P36268|GGT2_HUMAN
sp|A6NHL2|TBAL3_HUMAN	A6NHL2	TBAL3_HUMAN	TUBAL3	446	Homo sapiens	1:Experimental evidence at protein level	Tubulin alpha chain-like 3	1.0	0.999	10	16	16	238	2	3	3	3	3	2	2	3	3	3	3	2	41	54	52	31	31	29	3.04279008E8	3.45791424E8	1.55503056E8	1.15987696E8	1.2593236E8	1.52426976E8	1.75452784E8	2.04644768E8	0.0	6.337096E7	7.4599576E7	9.0443608E7	
sp|A6NHR9|SMHD1_HUMAN	A6NHR9	SMHD1_HUMAN	SMCHD1	2005	Homo sapiens	1:Experimental evidence at protein level	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	1.0	0.999	23	40	40	40	2	2	2	9	17	8	2	2	2	9	17	8	2	2	2	9	17	8	2.5298724E7	1.0954054E7	1.1969063E7	2.1299256E8	4.1016448E8	1.18930064E8	0.0	0.0	0.0	4.4560916E7	5.9665152E7	3.8876628E7	
sp|A6NHX0|CAST2_HUMAN	A6NHX0	CAST2_HUMAN	CASTOR2	329	Homo sapiens	1:Experimental evidence at protein level	Cytosolic arginine sensor for mTORC1 subunit 2	1.0	0.999	7	21	19	21	5	6	5	3	1	1	5	6	4	2	1	1	5	6	5	3	1	1	3.0992064E8	2.24997984E8	2.21492752E8	4.9153104E7	3.080966E7	1.7908418E7	1.41315216E8	8.5262616E7	8.0518144E7	1.9556698E7	0.0	0.0	
sp|A6NI72|NCF1B_HUMAN	A6NI72	NCF1B_HUMAN	NCF1B	391	Homo sapiens	5:Protein uncertain	Putative neutrophil cytosol factor 1B	1.0	0.999	10	24	0	24	1	0	0	9	6	8	0	0	0	0	0	0	1	0	0	9	6	8	8727869.0	0.0	0.0	9.996631E8	1.02437296E8	1.13411302E9	0.0	0.0	0.0	2.41571504E8	6.4949608E7	3.067032E8	sp|P14598|NCF1_HUMAN
sp|A6NIH7|U119B_HUMAN	A6NIH7	U119B_HUMAN	UNC119B	251	Homo sapiens	1:Experimental evidence at protein level	Protein unc-119 homolog B	1.0	0.999	5	15	10	15	3	2	1	2	2	5	2	1	0	2	1	4	3	2	1	2	2	5	2.3014648E8	1.63847888E8	9.3729376E7	1.02551352E8	2.95587968E8	6.0144666E8	1.32000232E8	8.3575616E7	0.0	1.16470888E8	1.7795712E8	2.39966832E8	
sp|A6NJ78|MET15_HUMAN	A6NJ78	MET15_HUMAN	METTL15	407	Homo sapiens	1:Experimental evidence at protein level	12S rRNA	0.9774	0.999	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0572718E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NKD9|CC85C_HUMAN	A6NKD9	CC85C_HUMAN	CCDC85C	419	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 85C	1.0	0.999	4	5	5	5	1	1	2	0	1	0	1	1	2	0	1	0	1	1	2	0	1	0	6845460.5	7.1045784E7	6952407.5	0.0	7.854144E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NKN8|PC4L1_HUMAN	A6NKN8	PC4L1_HUMAN	PCP4L1	68	Homo sapiens	3:Protein inferred from homology	Purkinje cell protein 4-like protein 1	0.9775	0.999	1	5	5	5	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	4495492.0	8171159.5	4589825.0	4480853.5	0.0	3226152.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NL88|SHSA7_HUMAN	A6NL88	SHSA7_HUMAN	SHISA7	538	Homo sapiens	2:Experimental evidence at transcript level	Protein shisa-7	1.0	0.999	4	7	7	7	1	4	2	0	0	0	1	4	2	0	0	0	1	4	2	0	0	0	2.2627694E7	2.08291648E8	7.6909984E7	0.0	0.0	0.0	0.0	7.5909392E7	4.5446832E7	0.0	0.0	0.0	
sp|A6NLU5|VTM2B_HUMAN	A6NLU5	VTM2B_HUMAN	VSTM2B	285	Homo sapiens	3:Protein inferred from homology	V-set and transmembrane domain-containing protein 2B	0.9775	0.999	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NNZ2|TBB8B_HUMAN	A6NNZ2	TBB8B_HUMAN	TUBB8B	444	Homo sapiens	1:Experimental evidence at protein level	Tubulin beta 8B	1.0	0.999	18	21	21	1217	11	2	4	4	0	0	11	2	4	4	0	0	245	268	262	138	154	150	0.0	4.9424964E7	2.462812E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6QL63|ABTB3_HUMAN	A6QL63	ABTB3_HUMAN	ABTB3	1104	Homo sapiens	2:Experimental evidence at transcript level	Ankyrin repeat and BTB/POZ domain-containing protein 3	0.9823	0.9986	3	3	3	3	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0	0	0.0	0.0	0.0	2.0605296E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6XGL0|YJEN3_HUMAN	A6XGL0	YJEN3_HUMAN	YJEFN3	299	Homo sapiens	1:Experimental evidence at protein level	YjeF	0.9776	0.999	1	2	2	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0.0	6.3383016E7	6.2331056E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6ZKI3|RTL8C_HUMAN	A6ZKI3	RTL8C_HUMAN	RTL8C	113	Homo sapiens	1:Experimental evidence at protein level	Retrotransposon	1.0	0.999	6	28	8	28	5	5	4	5	6	3	2	1	2	1	2	0	5	5	4	5	6	3	3.64151584E8	4.19171168E8	2.82539584E8	3.73432864E8	4.53365152E8	1.2453388E8	1.361264E8	1.57518896E8	1.16227944E8	1.21578968E8	1.46587424E8	1.30024152E8	
sp|A7KAX9|RHG32_HUMAN	A7KAX9	RHG32_HUMAN	ARHGAP32	2087	Homo sapiens	1:Experimental evidence at protein level	Rho	1.0	0.999	10	15	11	15	4	4	6	0	0	1	2	3	5	0	0	1	4	4	6	0	0	1	1.7426584E8	3.3659952E8	8.0085824E7	0.0	0.0	0.0	7.6302376E7	1.06800408E8	6.1091232E7	0.0	0.0	0.0	
sp|A7MBM2|DISP2_HUMAN	A7MBM2	DISP2_HUMAN	DISP2	1401	Homo sapiens	2:Experimental evidence at transcript level	Protein dispatched homolog 2	0.9771	0.999	2	2	2	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8CG34|P121C_HUMAN	A8CG34	P121C_HUMAN	POM121C	1229	Homo sapiens	1:Experimental evidence at protein level	Nuclear envelope pore membrane protein	0.9984	0.999	5	7	3	7	0	0	0	2	3	2	0	0	0	1	1	1	0	0	0	2	3	2	0.0	0.0	0.0	4.1760904E7	1.4508601E7	3.453854E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8MSI8|LYRM9_HUMAN	A8MSI8	LYRM9_HUMAN	LYRM9	78	Homo sapiens	3:Protein inferred from homology	LYR motif-containing protein 9	1.0	0.999	4	7	7	7	4	1	1	0	0	1	4	1	1	0	0	1	4	1	1	0	0	1	7.824372E7	5.844226E7	8.3345056E7	0.0	0.0	1.9025642E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8MU93|CQ100_HUMAN	A8MU93	CQ100_HUMAN	C17orf100	118	Homo sapiens	4:Protein predicted	Uncharacterized protein C17orf100	0.9562	0.998	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8MVW0|F1712_HUMAN	A8MVW0	F1712_HUMAN	FAM171A2	826	Homo sapiens	1:Experimental evidence at protein level	Protein FAM171A2	1.0	0.999	10	15	15	15	3	8	3	1	0	0	3	8	3	1	0	0	3	8	3	1	0	0	7.808092E7	3.05405888E8	1.4217144E8	0.0	0.0	0.0	5.2441644E7	9.1274344E7	1.28346E8	0.0	0.0	0.0	
sp|A8MW92|P20L1_HUMAN	A8MW92	P20L1_HUMAN	PHF20L1	1017	Homo sapiens	1:Experimental evidence at protein level	PHD finger protein 20-like protein 1	0.9968	0.999	3	4	3	4	0	2	1	0	1	0	0	1	1	0	1	0	0	2	1	0	1	0	0.0	1.1313207E7	1.0486029E7	0.0	9874014.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8MXV4|NUD19_HUMAN	A8MXV4	NUD19_HUMAN	NUDT19	375	Homo sapiens	1:Experimental evidence at protein level	Acyl-coenzyme A diphosphatase	1.0	0.999	6	16	16	16	4	2	2	3	3	2	4	2	2	3	3	2	4	2	2	3	3	2	3.5882308E7	4.1201872E7	7.3189168E7	1.84876192E8	2.09450592E8	6.9706256E7	0.0	0.0	4.5375824E7	7.3407944E7	5.7561744E7	7.8092E7	
sp|A9UHW6|MI4GD_HUMAN	A9UHW6	MI4GD_HUMAN	MIF4GD	222	Homo sapiens	1:Experimental evidence at protein level	MIF4G domain-containing protein	1.0	0.999	4	6	6	6	2	0	3	1	0	0	2	0	3	1	0	0	2	0	3	1	0	0	0.0	0.0	5.4795192E7	6.124244E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B0I1T2|MYO1G_HUMAN	B0I1T2	MYO1G_HUMAN	MYO1G	1018	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-Ig	1.0	0.999	14	21	21	22	0	1	0	7	4	9	0	1	0	7	4	9	0	2	0	7	4	9	0.0	2.85136E8	0.0	1.47518864E8	5.9687152E7	4.58949952E8	0.0	0.0	0.0	4.2161664E7	8.9434864E7	1.01435976E8	
sp|B1ANS9|WDR64_HUMAN	B1ANS9	WDR64_HUMAN	WDR64	1081	Homo sapiens	2:Experimental evidence at transcript level	WD repeat-containing protein 64	0.9634	0.9983	1	5	5	5	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	2.77626528E8	4.61574496E8	0.0	6.4021376E8	3.76148736E8	5.7427571E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B2RTY4|MYO9A_HUMAN	B2RTY4	MYO9A_HUMAN	MYO9A	2548	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-IXa	0.9986	0.9974	5	4	4	7	3	1	0	0	0	0	3	1	0	0	0	0	3	2	0	0	2	0	1.80167795E9	4.9933952E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B2RUZ4|SMIM1_HUMAN	B2RUZ4	SMIM1_HUMAN	SMIM1	78	Homo sapiens	1:Experimental evidence at protein level	Small integral membrane protein 1	0.9776	0.999	1	2	2	2	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0.0	0.0	2.3431558E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B7ZAP0|RBG10_HUMAN	B7ZAP0	RBG10_HUMAN	RABGAP1L	253	Homo sapiens	1:Experimental evidence at protein level	Rab	0.9844	0.9983	3	2	2	5	0	1	1	0	0	0	0	1	1	0	0	0	0	1	2	1	0	1	0.0	0.0	2878716.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B7ZAQ6|GPHRA_HUMAN	B7ZAQ6	GPHRA_HUMAN	GPR89A	455	Homo sapiens	1:Experimental evidence at protein level	Golgi pH regulator A	1.0	0.999	3	3	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0.0	8308088.0	0.0	1.1145328E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P0CG08|GPHRB_HUMAN
sp|B7ZBB8|PP13G_HUMAN	B7ZBB8	PP13G_HUMAN	PPP1R3G	358	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 3G	1.0	0.999	2	3	3	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	1.87163456E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	214	Homo sapiens	2:Experimental evidence at transcript level	Immunoglobulin lambda-like polypeptide 5	1.0	0.999	15	104	9	104	19	15	9	10	19	32	1	1	1	1	1	4	19	15	9	10	19	32	6.1142231E9	5.2879508E9	1.72777472E9	2.04036954E9	9.4182441E9	3.9402234E10	4.21185178E9	3.38165504E9	1.43178163E9	5.7375917E8	2.85911373E9	1.09782508E10	
sp|C4AMC7|WASH3_HUMAN	C4AMC7	WASH3_HUMAN	WASH3P	463	Homo sapiens	1:Experimental evidence at protein level	Putative WAS protein family homolog 3	1.0	0.999	7	22	0	22	4	5	2	4	4	3	0	0	0	0	0	0	4	5	2	4	4	3	2.21067296E8	2.18413296E8	6.604738E7	1.22039168E8	2.53475792E8	1.99547472E8	8.6059752E7	1.0121788E8	0.0	8.6591904E7	1.08287792E8	8.0296544E7	sp|Q6VEQ5|WASH2_HUMAN
